sdfasfasdfad,conv,0.1300379672897196,0.1300379672897196
sdfasfasdfad,twolayers,0.5046546436915887,0.5046546436915887
sdfasfasdfad,onelayer,0.9189726927570093,0.9189726927570093
sdfasfasdfad,conv,0.9394348714953271,0.9394348714953271
sdfasfasdfad,twolayers,0.6411726051401869,0.6411726051401869
sdfasfasdfad,onelayer,0.9191734813084113,0.9191734813084113
sdfasfasdfad,onelayer,0.9253614193925234,0.9253614193925234
sdfasfasdfad,twolayers,0.9503869742990654,0.9503869742990654
sdfasfasdfad,onelayer,0.1301839953271028,0.1301839953271028
sdfasfasdfad,twolayers,0.8846561039719626,0.8846561039719626
sdfasfasdfad,conv,0.9828234521028038,0.9828234521028038
sdfasfasdfad,conv,0.9815639602803738,0.9815639602803738
sdfasfasdfad,conv,0.9814544392523364,0.9814544392523364
sdfasfasdfad,conv,0.980103679906542,0.980103679906542
sdfasfasdfad,conv,0.9835170852803738,0.9835170852803738
sdfasfasdfad,onelayer,0.11032418224299065,0.11032418224299065
sdfasfasdfad,conv,0.9816369742990654,0.9816369742990654
sdfasfasdfad,conv,0.9823123539719626,0.9823123539719626
sdfasfasdfad,conv,0.9328453563084113,0.9328453563084113
sdfasfasdfad,conv,0.9811988901869159,0.9811988901869159
sdfasfasdfad,conv,0.9822028329439252,0.9822028329439252
